"Qubit","T1 (us)","T2 (us)","Frequency (GHz)","Anharmonicity (GHz)","Readout assignment error ","Prob meas0 prep1 ","Prob meas1 prep0 ","Readout length (ns)","ID error ","Z-axis rotation (rz) error ","√x (sx) error ","Pauli-X error ","ECR error ","Gate time (ns)","Operational"
"109","274.8688192574681","357.3380016076343","4.794027358569119","-0.3098231211288872","0.02783203125","0.02978515625","0.02587890625","1216","0.00020243636403408305","0","0.00020243636403408305","0.00020243636403408305","109_96:0.009460267539811273","109_96:533.3333333333333","true"
"110","175.74909666563244","211.89669089478394","4.834499422518956","-0.30953885962680133","0.00537109375","0.005859375","0.0048828125","1216","0.00020716985357831542","0","0.00020716985357831542","0.00020716985357831542","110_118:0.020832235732385296;110_100:0.007334634929465733","110_118:533.3333333333333;110_100:533.3333333333333","true"
"111","162.33107627456533","254.10856254043898","4.899666946406141","-0.30966196143120256","0.005126953125","0.0068359375","0.00341796875","1216","0.0002475918104680378","0","0.0002475918104680378","0.0002475918104680378","111_104:0.008255428143454535","111_104:533.3333333333333","true"
"112","181.2210205288108","80.99760925226768","4.931286652365694","-0.30828010772706876","0.01806640625","0.02099609375","0.01513671875","1216","0.00020980591369851065","0","0.00020980591369851065","0.00020980591369851065","112_108:0.006594419146914776;112_126:0.008258590890719342","112_108:533.3333333333333;112_126:533.3333333333333","true"
"113","239.6646552053435","66.40127768440013","4.96364284698139","-0.3084394283671576","0.00390625","0.00439453125","0.00341796875","1216","0.00018877926192456643","0","0.00018877926192456643","0.00018877926192456643","113_114:0.0053842287382268594","113_114:533.3333333333333","true"
"114","260.6912549616081","274.589462051342","4.884531729934148","-0.30934321871293896","0.01171875","0.00732421875","0.01611328125","1216","0.00019004426875506115","0","0.00019004426875506115","0.00019004426875506115","114_109:0.006473247407388305;114_115:0.008107193328418527","114_109:533.3333333333333;114_115:533.3333333333333","true"
"115","392.4464606820817","291.14386300373354","4.7429808968231395","-0.3109775593036345","0.047607421875","0.01416015625","0.0810546875","1216","0.0001159456694744144","0","0.0001159456694744144","0.0001159456694744144","","","true"
"116","351.49483812060066","428.2460618294758","4.9312779743175374","-0.30852099993985993","0.012939453125","0.009765625","0.01611328125","1216","0.00013990904820454495","0","0.00013990904820454495","0.00013990904820454495","116_115:0.004256732824452325","116_115:533.3333333333333","true"
"117","242.90649980199916","207.30966001110866","4.793034625771984","-0.3108430479754478","0.01416015625","0.01708984375","0.01123046875","1216","0.0009609076689684758","0","0.0009609076689684758","0.0009609076689684758","117_116:0.013080229768353713;117_118:0.02521192257529392","117_116:533.3333333333333;117_118:533.3333333333333","true"
"118","254.27329268761346","330.4599813844882","4.737486649138432","-0.31213784976055814","0.01611328125","0.0263671875","0.005859375","1216","0.0006228877504851046","0","0.0006228877504851046","0.0006228877504851046","","","true"
"119","273.71276853726965","147.85395986341507","4.7926156876267045","-0.3115006149023877","0.009765625","0.00927734375","0.01025390625","1216","0.0005241671168926552","0","0.0005241671168926552","0.0005241671168926552","119_118:0.031732993767628614;119_120:0.007813485793020825","119_118:533.3333333333333;119_120:533.3333333333333","true"
"120","298.29904078842407","275.623315860873","4.8878571380731","-0.30954720593807233","0.009765625","0.009765625","0.009765625","1216","0.00015605304763681465","0","0.00015605304763681465","0.00015605304763681465","120_121:0.005584946038289185","120_121:533.3333333333333","true"
"121","275.8631863937089","46.94466670181041","4.847680112207186","-0.31085098125216193","0.012451171875","0.0126953125","0.01220703125","1216","0.00017125444257286017","0","0.00017125444257286017","0.00017125444257286017","121_122:0.00539704378522643","121_122:533.3333333333333","true"
"122","325.61110948227264","168.0727632857983","4.7315601655942245","-0.31159801750313826","0.00830078125","0.0107421875","0.005859375","1216","0.0001588824851812785","0","0.0001588824851812785","0.0001588824851812785","122_111:0.010819317350867219","122_111:533.3333333333333","true"
"123","223.52911790894117","247.9021846597495","4.820592866221299","-0.310311785682582","0.007080078125","0.0068359375","0.00732421875","1216","0.00018580244384946266","0","0.00018580244384946266","0.00018580244384946266","123_122:0.00517521336795429","123_122:533.3333333333333","true"
"124","196.33354551101777","207.22920680357248","4.881321188884541","-0.3092081732598848","0.0068359375","0.0078125","0.005859375","1216","0.00020781969292102217","0","0.00020781969292102217","0.00020781969292102217","124_123:0.006297108600659629","124_123:533.3333333333333","true"
"125","204.20926043478667","37.29082879302337","4.977388022094562","-0.30775761323383166","0.007080078125","0.0068359375","0.00732421875","1216","0.0001556329690516391","0","0.0001556329690516391","0.0001556329690516391","125_124:0.006405205624480603","125_124:533.3333333333333","true"
"126","191.04766095075806","80.6129342459564","4.831248061705369","-0.3093005432479466","0.0185546875","0.01904296875","0.01806640625","1216","0.0002276757743535485","0","0.0002276757743535485","0.0002276757743535485","126_125:0.0056398043972691325","126_125:533.3333333333333","true"
